"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1","test_multiple_lines_with_a_percentage_promotion","backend.tests.unit","Sat Aug 29 06:44:29 UTC 2026","passed","Sat Aug 29 06:44:29 UTC 2026","TestComputeTotals","test_pricing","",""
"","0","test_every_documented_endpoint_is_present[/api/v1/products-get]","tests.contract.tests","Sat Aug 29 06:45:35 UTC 2026","passed","Sat Aug 29 06:45:35 UTC 2026","TestSpecification","test_openapi_contract","",""
"","31","test_the_cart_matches_its_schema","tests.contract.tests","Sat Aug 29 06:45:35 UTC 2026","passed","Sat Aug 29 06:45:35 UTC 2026","TestResponseConformance","test_openapi_contract","",""
"The classic JWT downgrade attack.

        Blocked because the decoder pins an explicit algorithm allow-list
        instead of trusting the token's own header.
        ","1","test_an_unsigned_alg_none_token_is_rejected","backend.tests.unit","Sat Aug 29 06:44:29 UTC 2026","passed","Sat Aug 29 06:44:29 UTC 2026","TestAccessTokens","test_security_helpers","",""
"A missing table means this environment runs an older schema.

        Every request touching it would return a 500, so this is the first
        thing worth knowing when a freshly deployed environment misbehaves.
        ","0","test_expected_table_exists[payments]","tests.database.tests","Sat Aug 29 06:45:34 UTC 2026","passed","Sat Aug 29 06:45:34 UTC 2026","TestTablesAndMigrations","test_schema","",""
"","0","test_accepts_requests_within_stock[99-99]","backend.tests.unit","Sat Aug 29 06:44:28 UTC 2026","passed","Sat Aug 29 06:44:28 UTC 2026","TestValidateAvailability","test_inventory_rules","",""
"Same whole-catalogue caveat as the category counts above.","28","test_brand_counts_match_the_listing","tests.api.tests","Sat Aug 29 06:45:26 UTC 2026","passed","Sat Aug 29 06:45:26 UTC 2026","TestCategoriesAndFacets","test_catalog","",""
"","16","test_hostile_filter_values_are_handled_safely[path-traversal]","tests.security.tests","Sat Aug 29 06:45:42 UTC 2026","passed","Sat Aug 29 06:45:42 UTC 2026","TestSearchInput","test_injection","",""
"","749","test_the_cart_stepper_stops_at_the_available_stock","tests.ui.tests","Sat Aug 29 06:46:01 UTC 2026","passed","Sat Aug 29 06:46:02 UTC 2026","TestCartUI","test_auth_cart_ui","",""
"A damaged row must produce a failed login, not a 500.","0","test_a_corrupt_hash_returns_false_rather_than_raising[not-a-hash]","backend.tests.unit","Sat Aug 29 06:44:29 UTC 2026","passed","Sat Aug 29 06:44:29 UTC 2026","TestPasswordHashing","test_security_helpers","",""
"","0","test_sensitive_keys_are_redacted[access_token]","backend.tests.unit","Sat Aug 29 06:44:28 UTC 2026","passed","Sat Aug 29 06:44:28 UTC 2026","TestLogRedaction","test_order_rules","",""
"The invariant that makes an invoice add up.

        Whatever the inputs, total must equal subtotal - discount + tax +
        shipping exactly. This is the property most likely to break if rounding
        is ever moved or reordered.
        ","0","test_total_always_equals_the_sum_of_its_parts[expensive-mixed]","backend.tests.unit","Sat Aug 29 06:44:29 UTC 2026","passed","Sat Aug 29 06:44:29 UTC 2026","TestComputeTotals","test_pricing","",""
"","41","test_history_is_scoped_to_the_signed_in_customer","tests.api.tests","Sat Aug 29 06:45:31 UTC 2026","passed","Sat Aug 29 06:45:31 UTC 2026","TestOrderHistory","test_orders","",""
"Every admin-side test authenticates as this account. If it is missing
        or deactivated, the whole admin suite reports authentication failures
        instead of the real cause.
        ","1","test_seeded_administrator_exists_and_is_active","tests.database.tests","Sat Aug 29 06:45:34 UTC 2026","passed","Sat Aug 29 06:45:34 UTC 2026","TestSeededData","test_schema","",""
"","8","test_name_ascending_is_alphabetical","tests.api.tests","Sat Aug 29 06:45:25 UTC 2026","passed","Sat Aug 29 06:45:25 UTC 2026","TestSorting","test_catalog","",""
"","0","test_rejects_malformed_headers[Bearer]","backend.tests.unit","Sat Aug 29 06:44:29 UTC 2026","passed","Sat Aug 29 06:44:29 UTC 2026","TestBearerExtraction","test_security_helpers","",""
"","0","test_singular_and_plural_are_both_correct","backend.tests.unit","Sat Aug 29 06:44:28 UTC 2026","passed","Sat Aug 29 06:44:28 UTC 2026","TestValidateAvailability","test_inventory_rules","",""
"Delete rules decide what happens to data nobody is looking at.

        Getting one wrong stays invisible until the day a product is deleted
        and years of order history vanish with it - by which point the backup
        window has usually closed.
        ","14","test_foreign_key_and_delete_rule[addresses.user_id-to-users-CASCADE]","tests.database.tests","Sat Aug 29 06:45:34 UTC 2026","passed","Sat Aug 29 06:45:34 UTC 2026","TestForeignKeys","test_schema","",""
"`%` is a character to a shopper, and must be one to the query too.

        Unescaped, a search for ""100%"" would return the whole catalogue.
        ","5","test_like_wildcards_are_matched_literally[_]","tests.security.tests","Sat Aug 29 06:45:42 UTC 2026","passed","Sat Aug 29 06:45:42 UTC 2026","TestSearchInput","test_injection","",""
"","3","test_protected_endpoints_reject_anonymous_callers[GET-orders]","tests.security.tests","Sat Aug 29 06:45:38 UTC 2026","passed","Sat Aug 29 06:45:38 UTC 2026","TestAnonymousAccess","test_authorization","",""
"","2","test_pagination_boundaries[page-size-too-large]","tests.api.tests","Sat Aug 29 06:45:25 UTC 2026","passed","Sat Aug 29 06:45:25 UTC 2026","TestPagination","test_catalog","",""
"","1","test_rejects_malformed_headers[None]","backend.tests.unit","Sat Aug 29 06:44:29 UTC 2026","passed","Sat Aug 29 06:44:29 UTC 2026","TestBearerExtraction","test_security_helpers","",""
"Business rule 3.

        The whole admin surface, not a sample: a route added without the
        dependency would be caught here rather than in production.
        ","5","test_customers_are_refused_on_every_admin_endpoint[PATCH-admin-orders-1-status]","tests.security.tests","Sat Aug 29 06:45:39 UTC 2026","passed","Sat Aug 29 06:45:39 UTC 2026","TestRoleEnforcement","test_authorization","",""
"Anything that is not a positive whole number must be refused at the edge.

    A quantity that slips through is not cosmetic: zero and negative values
    reach the pricing code and can produce negative line totals, and a JSON
    boolean silently becomes one unit the customer never asked for and will be
    charged for.
    ","14","test_invalid_quantities_are_rejected[large-negative]","tests.api.tests","Sat Aug 29 06:45:23 UTC 2026","passed","Sat Aug 29 06:45:23 UTC 2026","","test_cart","",""
"Admin endpoints get the same treatment - a compromised admin session
        must not become a database console.","12","test_hostile_admin_search_input_is_handled_safely[path-traversal]","tests.security.tests","Sat Aug 29 06:45:44 UTC 2026","passed","Sat Aug 29 06:45:44 UTC 2026","TestBodyInput","test_injection","",""
"","0","test_every_documented_endpoint_is_present[/api/v1/cart-get]","tests.contract.tests","Sat Aug 29 06:45:35 UTC 2026","passed","Sat Aug 29 06:45:35 UTC 2026","TestSpecification","test_openapi_contract","",""
"","2","test_pagination_boundaries[page-size-zero]","tests.api.tests","Sat Aug 29 06:45:25 UTC 2026","passed","Sat Aug 29 06:45:25 UTC 2026","TestPagination","test_catalog","",""
"","0","test_is_satisfiable[1-1-True]","backend.tests.unit","Sat Aug 29 06:44:28 UTC 2026","passed","Sat Aug 29 06:44:28 UTC 2026","TestStockRequest","test_inventory_rules","",""
"A cart belongs to an account; there is no anonymous cart to reach.

    An endpoint that fell back to a shared or implicit cart would let one
    visitor read or empty another's basket.
    ","2","test_cart_endpoints_reject_anonymous_callers[read-cart]","tests.api.tests","Sat Aug 29 06:45:24 UTC 2026","passed","Sat Aug 29 06:45:24 UTC 2026","","test_cart","",""
"The service layer already refuses these values - but only on the
        paths it controls. A concurrency bug, a future endpoint or a manual
        ``UPDATE`` can each produce negative stock; the CHECK cannot be
        bypassed by any of them.
        ","0","test_check_constraint_is_enforced[orders-discount_total>=0]","tests.database.tests","Sat Aug 29 06:45:34 UTC 2026","passed","Sat Aug 29 06:45:34 UTC 2026","TestCheckConstraints","test_schema","",""
"Absence is a meaningful assertion; ""0"" would be noise in the UI.","288","test_the_badge_is_absent_rather_than_zero_for_an_empty_cart","tests.ui.tests","Sat Aug 29 06:45:55 UTC 2026","passed","Sat Aug 29 06:45:55 UTC 2026","TestCartUI","test_auth_cart_ui","",""
"A first-time visitor must get a renderable cart, not a 404 or a null body.

    The storefront reads totals unconditionally; an empty cart that omitted them
    would blank the mini-cart for every new customer.
    ","6","test_new_customer_sees_a_priced_empty_cart","tests.api.tests","Sat Aug 29 06:45:22 UTC 2026","passed","Sat Aug 29 06:45:22 UTC 2026","","test_cart","",""
"","0","test_nonsense_input_fails_safely[4111]","backend.tests.unit","Sat Aug 29 06:44:28 UTC 2026","passed","Sat Aug 29 06:44:28 UTC 2026","TestCardHelpers","test_order_rules","",""
"A cart belongs to an account; there is no anonymous cart to reach.

    An endpoint that fell back to a shared or implicit cart would let one
    visitor read or empty another's basket.
    ","3","test_cart_endpoints_reject_anonymous_callers[update-item]","tests.api.tests","Sat Aug 29 06:45:24 UTC 2026","passed","Sat Aug 29 06:45:24 UTC 2026","","test_cart","",""
"","15","test_hostile_filter_values_are_handled_safely[like-wildcards]","tests.security.tests","Sat Aug 29 06:45:42 UTC 2026","passed","Sat Aug 29 06:45:42 UTC 2026","TestSearchInput","test_injection","",""
"A count that disagrees with the results is worse than no count.

        Marked serial: this compares two whole-catalogue reads, so another
        worker creating a product between them would break the equality for
        reasons that have nothing to do with the facet being wrong. The property
        is real; it is simply only observable when the catalogue is still.
        ","41","test_category_counts_match_the_listing","tests.api.tests","Sat Aug 29 06:45:26 UTC 2026","passed","Sat Aug 29 06:45:26 UTC 2026","TestCategoriesAndFacets","test_catalog","",""
"","8","test_registration_with_a_hostile_name_never_500s[unicode-rtl-override]","tests.security.tests","Sat Aug 29 06:45:42 UTC 2026","passed","Sat Aug 29 06:45:42 UTC 2026","TestAuthInput","test_injection","",""
"These are the columns the API filters, sorts and joins on.

        Without the index the query still returns the right answer, which is
        exactly why no functional test catches its loss - the failure arrives
        much later, as a timeout under production data volumes.
        ","1","test_query_path_is_indexed[products-btree (created_at)]","tests.database.tests","Sat Aug 29 06:45:34 UTC 2026","passed","Sat Aug 29 06:45:34 UTC 2026","TestIndexes","test_schema","",""
"","1","test_tax_is_the_rate_applied_to_the_amount[0.10-0.01]","backend.tests.unit","Sat Aug 29 06:44:29 UTC 2026","passed","Sat Aug 29 06:44:29 UTC 2026","TestTax","test_pricing","",""
"Two roles, two browser contexts, one product.

    ``second_admin_page`` has a context of its own. Using the ordinary
    ``admin_page`` fixture here would sign the *same* browser in as the admin,
    so the ""customer"" and the ""admin"" would be one session and the test would
    prove nothing about visibility across users.
    ","1135","test_an_admin_restock_is_visible_to_a_customer","tests.ui.tests","Sat Aug 29 06:46:36 UTC 2026","passed","Sat Aug 29 06:46:37 UTC 2026","","test_e2e_journeys","",""
"","707","test_emptying_the_cart_shows_the_empty_state","tests.ui.tests","Sat Aug 29 06:46:00 UTC 2026","passed","Sat Aug 29 06:46:00 UTC 2026","TestCartUI","test_auth_cart_ui","",""
"","527","test_rating_sorting_reorders_the_grid","tests.ui.tests","Sat Aug 29 06:46:18 UTC 2026","passed","Sat Aug 29 06:46:19 UTC 2026","TestSorting","test_catalog_ui","",""
"","0","test_fixed_discount","backend.tests.unit","Sat Aug 29 06:44:29 UTC 2026","passed","Sat Aug 29 06:44:29 UTC 2026","TestDiscount","test_pricing","",""
"A guessed or stale product id must not create a phantom cart line.","5","test_adding_a_product_that_does_not_exist_is_404","tests.api.tests","Sat Aug 29 06:45:24 UTC 2026","passed","Sat Aug 29 06:45:24 UTC 2026","","test_cart","",""
"","2","test_a_hostile_path_segment_never_500s[template-injection]","tests.security.tests","Sat Aug 29 06:45:44 UTC 2026","passed","Sat Aug 29 06:45:44 UTC 2026","TestBodyInput","test_injection","",""
"","6","test_a_hostile_password_never_authenticates[sql-union]","tests.security.tests","Sat Aug 29 06:45:42 UTC 2026","passed","Sat Aug 29 06:45:42 UTC 2026","TestAuthInput","test_injection","",""
"Promotion tests need a valid, an expired and an inactive code to
        exist. Without all three, the negative cases quietly stop testing
        anything and every promo code looks acceptable.
        ","0","test_seeded_promotion_exists[percentage-capped]","tests.database.tests","Sat Aug 29 06:45:34 UTC 2026","passed","Sat Aug 29 06:45:34 UTC 2026","TestSeededData","test_schema","",""
"","3","test_hostile_address_fields_are_handled_safely[null-byte]","tests.security.tests","Sat Aug 29 06:45:43 UTC 2026","passed","Sat Aug 29 06:45:43 UTC 2026","TestBodyInput","test_injection","",""
"","9","test_price_ranges_are_respected[50.0-200.0]","tests.api.tests","Sat Aug 29 06:45:24 UTC 2026","passed","Sat Aug 29 06:45:24 UTC 2026","TestFiltering","test_catalog","",""
"","0","test_declined_via_402","backend.tests.unit","Sat Aug 29 06:44:28 UTC 2026","passed","Sat Aug 29 06:44:28 UTC 2026","TestChargeInterpretation","test_order_rules","",""
"The line total is the number the customer is asked to pay per product.

    If line_total ever drifts from unit_price * quantity the shop either gives
    stock away or overcharges, and neither is visible until money has moved.
    ","48","test_adding_an_item_returns_201_with_a_server_priced_line","tests.api.tests","Sat Aug 29 06:45:22 UTC 2026","passed","Sat Aug 29 06:45:22 UTC 2026","","test_cart","",""
"","4","test_an_unknown_slug_is_a_404","tests.api.tests","Sat Aug 29 06:45:26 UTC 2026","passed","Sat Aug 29 06:45:26 UTC 2026","TestCategoriesAndFacets","test_catalog","",""
"Revocation without a token denylist.

        The user record is re-read on every authenticated request, so a
        deactivated account stops working on the very next call rather than
        whenever its token happens to expire. That costs one indexed lookup and
        is what makes stateless tokens acceptable here.
        ","30","test_deactivating_an_account_takes_effect_immediately","tests.security.tests","Sat Aug 29 06:45:40 UTC 2026","passed","Sat Aug 29 06:45:40 UTC 2026","TestAccountState","test_authorization","",""
"","87","test_an_order_appears_in_history_and_opens_correctly","tests.integration.tests","Sat Aug 29 06:45:47 UTC 2026","passed","Sat Aug 29 06:45:47 UTC 2026","","test_journeys","",""
"","8","test_registration_with_a_hostile_name_never_500s[path-traversal]","tests.security.tests","Sat Aug 29 06:45:42 UTC 2026","passed","Sat Aug 29 06:45:42 UTC 2026","TestAuthInput","test_injection","",""
"","3","test_history_requires_a_session","tests.api.tests","Sat Aug 29 06:45:31 UTC 2026","passed","Sat Aug 29 06:45:31 UTC 2026","TestOrderHistory","test_orders","",""
"Delete rules decide what happens to data nobody is looking at.

        Getting one wrong stays invisible until the day a product is deleted
        and years of order history vanish with it - by which point the backup
        window has usually closed.
        ","15","test_foreign_key_and_delete_rule[orders.shipping_address_id-to-addresses-SET NULL]","tests.database.tests","Sat Aug 29 06:45:34 UTC 2026","passed","Sat Aug 29 06:45:34 UTC 2026","TestForeignKeys","test_schema","",""
"","16","test_hostile_filter_values_are_handled_safely[sql-comment]","tests.security.tests","Sat Aug 29 06:45:42 UTC 2026","passed","Sat Aug 29 06:45:42 UTC 2026","TestSearchInput","test_injection","",""
"","2","test_the_liveness_probe_needs_no_authentication","tests.security.tests","Sat Aug 29 06:45:41 UTC 2026","passed","Sat Aug 29 06:45:41 UTC 2026","TestExposedSurface","test_exposure","",""
"","5","test_a_hostile_password_never_authenticates[sql-drop-table]","tests.security.tests","Sat Aug 29 06:45:42 UTC 2026","passed","Sat Aug 29 06:45:42 UTC 2026","TestAuthInput","test_injection","",""
"A cross-field rule must be a 422, not a 500 or an empty page.","2","test_an_inverted_price_range_is_rejected","tests.api.tests","Sat Aug 29 06:45:25 UTC 2026","passed","Sat Aug 29 06:45:25 UTC 2026","TestFiltering","test_catalog","",""
"","0","test_invalid_luhn_numbers_fail[1234567812345678]","backend.tests.unit","Sat Aug 29 06:44:28 UTC 2026","passed","Sat Aug 29 06:44:28 UTC 2026","TestCardHelpers","test_order_rules","",""
"The customer has to be told how many they *can* have, not just ""no"".

    `details.available` is what the storefront renders as ""Only 3 left""; without
    it the only recovery is trial and error.
    ","17","test_adding_more_units_than_are_in_stock_reports_what_is_available","tests.api.tests","Sat Aug 29 06:45:24 UTC 2026","passed","Sat Aug 29 06:45:24 UTC 2026","","test_cart","",""
"","3","test_a_mismatched_confirmation_is_rejected","tests.api.tests","Sat Aug 29 06:45:21 UTC 2026","passed","Sat Aug 29 06:45:21 UTC 2026","TestRegistration","test_auth","",""
"","2","test_malformed_tokens_are_rejected[empty]","tests.api.tests","Sat Aug 29 06:45:21 UTC 2026","passed","Sat Aug 29 06:45:21 UTC 2026","TestTokens","test_auth","",""
"A 409 the spec does not mention is a 409 no client is ready for.

        Documenting only the happy path is the most common way an OpenAPI
        document becomes misleading.
        ","0","test_failure_responses_are_documented[/api/v1/orders/{order_id}-get-expected_codes4]","tests.contract.tests","Sat Aug 29 06:45:35 UTC 2026","passed","Sat Aug 29 06:45:35 UTC 2026","TestSpecification","test_openapi_contract","",""
"","1","test_brand_detection[4111111111111111-visa]","backend.tests.unit","Sat Aug 29 06:44:28 UTC 2026","passed","Sat Aug 29 06:44:28 UTC 2026","TestCardHelpers","test_order_rules","",""
"PATCH sets the quantity, it does not add to it.

    A delta interpretation would make the quantity stepper in the basket double
    every value a customer types.
    ","49","test_updating_a_line_sets_an_absolute_quantity","tests.api.tests","Sat Aug 29 06:45:23 UTC 2026","passed","Sat Aug 29 06:45:23 UTC 2026","","test_cart","",""
"","2","test_a_missing_token_is_rejected","tests.api.tests","Sat Aug 29 06:45:21 UTC 2026","passed","Sat Aug 29 06:45:21 UTC 2026","TestTokens","test_auth","",""
"","19","test_hostile_filter_values_are_handled_safely[unicode-rtl-override]","tests.security.tests","Sat Aug 29 06:45:42 UTC 2026","passed","Sat Aug 29 06:45:42 UTC 2026","TestSearchInput","test_injection","",""
"","6","test_search_terms_behave_as_expected[phone]","tests.api.tests","Sat Aug 29 06:45:24 UTC 2026","passed","Sat Aug 29 06:45:24 UTC 2026","TestSearch","test_catalog","",""
"","2","test_malformed_authorization_headers_are_rejected[no-scheme-abc.def.ghi]","tests.api.tests","Sat Aug 29 06:45:21 UTC 2026","passed","Sat Aug 29 06:45:21 UTC 2026","TestTokens","test_auth","",""
"The service layer already refuses these values - but only on the
        paths it controls. A concurrency bug, a future endpoint or a manual
        ``UPDATE`` can each produce negative stock; the CHECK cannot be
        bypassed by any of them.
        ","1","test_check_constraint_is_enforced[products-rating>=0andrating<=5]","tests.database.tests","Sat Aug 29 06:45:34 UTC 2026","passed","Sat Aug 29 06:45:34 UTC 2026","TestCheckConstraints","test_schema","",""
"`' OR '1'='1` must not be a valid login.

        In a string-concatenated query it would be. Here it is either rejected
        as a malformed address or looked up as a literal value that matches
        nothing.
        ","3","test_login_with_a_hostile_email_never_authenticates[xss-img-onerror]","tests.security.tests","Sat Aug 29 06:45:42 UTC 2026","passed","Sat Aug 29 06:45:42 UTC 2026","TestAuthInput","test_injection","",""
"","1","test_the_hash_is_not_the_password","backend.tests.unit","Sat Aug 29 06:44:29 UTC 2026","passed","Sat Aug 29 06:44:29 UTC 2026","TestPasswordHashing","test_security_helpers","",""
"","2","test_malformed_addresses_are_rejected[aaaaaaaaaaaaaaaaaaaaaaaa]","tests.api.tests","Sat Aug 29 06:45:21 UTC 2026","passed","Sat Aug 29 06:45:21 UTC 2026","TestRegistration","test_auth","",""
"","0","test_forbidden_transitions[delivered-shipped]","backend.tests.unit","Sat Aug 29 06:44:28 UTC 2026","passed","Sat Aug 29 06:44:28 UTC 2026","TestOrderStatusTransitions","test_order_rules","",""
"A leaked database must not be a leaked password list.

        Customers reuse passwords across sites, so plaintext (or a fast digest)
        in ``users`` turns one breach of this shop into account takeovers
        everywhere else. The scan covers every column of the row, not just
        ``password_hash``, because the realistic regression is a debug field or
        an audit column quietly capturing the submitted value.
        ","16","test_password_is_stored_as_a_bcrypt_hash_and_never_in_plaintext","tests.database.tests","Sat Aug 29 06:45:33 UTC 2026","passed","Sat Aug 29 06:45:33 UTC 2026","TestRegistrationPersistence","test_persistence","",""
"The service layer already refuses these values - but only on the
        paths it controls. A concurrency bug, a future endpoint or a manual
        ``UPDATE`` can each produce negative stock; the CHECK cannot be
        bypassed by any of them.
        ","1","test_check_constraint_is_enforced[orders-subtotal>=0]","tests.database.tests","Sat Aug 29 06:45:34 UTC 2026","passed","Sat Aug 29 06:45:34 UTC 2026","TestCheckConstraints","test_schema","",""
"","10","test_search_terms_behave_as_expected[laptop]","tests.api.tests","Sat Aug 29 06:45:24 UTC 2026","passed","Sat Aug 29 06:45:24 UTC 2026","TestSearch","test_catalog","",""
"Anything that is not a positive whole number must be refused at the edge.

    A quantity that slips through is not cosmetic: zero and negative values
    reach the pricing code and can produce negative line totals, and a JSON
    boolean silently becomes one unit the customer never asked for and will be
    charged for.
    ","15","test_invalid_quantities_are_rejected[null]","tests.api.tests","Sat Aug 29 06:45:23 UTC 2026","passed","Sat Aug 29 06:45:23 UTC 2026","","test_cart","",""
"","3","test_protected_endpoints_reject_anonymous_callers[POST-auth-logout]","tests.security.tests","Sat Aug 29 06:45:38 UTC 2026","passed","Sat Aug 29 06:45:38 UTC 2026","TestAnonymousAccess","test_authorization","",""
"SAVE15 needs a $150 subtotal; this cart is $50.","9","test_a_promotion_below_its_minimum_is_refused_with_a_reason","tests.api.tests","Sat Aug 29 06:45:26 UTC 2026","passed","Sat Aug 29 06:45:26 UTC 2026","TestQuote","test_orders","",""
"","4","test_the_new_password_must_satisfy_the_policy","tests.api.tests","Sat Aug 29 06:45:22 UTC 2026","passed","Sat Aug 29 06:45:22 UTC 2026","TestProfile","test_auth","",""
"","1","test_permitted_transitions[shipped-delivered]","backend.tests.unit","Sat Aug 29 06:44:28 UTC 2026","passed","Sat Aug 29 06:44:28 UTC 2026","TestOrderStatusTransitions","test_order_rules","",""
"","1","test_every_documented_endpoint_is_present[/api/v1/auth/login-post]","tests.contract.tests","Sat Aug 29 06:45:35 UTC 2026","passed","Sat Aug 29 06:45:35 UTC 2026","TestSpecification","test_openapi_contract","",""
"","63","test_a_customer_cannot_read_another_customers_order","tests.security.tests","Sat Aug 29 06:45:39 UTC 2026","passed","Sat Aug 29 06:45:39 UTC 2026","TestObjectLevelAccess","test_authorization","",""
"","31","test_quote_money_is_a_number[tax]","tests.contract.tests","Sat Aug 29 06:45:36 UTC 2026","passed","Sat Aug 29 06:45:36 UTC 2026","TestMoneyContract","test_openapi_contract","",""
"Minted already-expired rather than waiting an hour for a real one.

        Sleeping until expiry would make this the slowest test in the suite and
        the first to fail on a loaded CI runner.
        ","2","test_an_expired_token_is_rejected","tests.api.tests","Sat Aug 29 06:45:21 UTC 2026","passed","Sat Aug 29 06:45:21 UTC 2026","TestTokens","test_auth","",""
"","3","test_quoting_requires_a_session","tests.api.tests","Sat Aug 29 06:45:26 UTC 2026","passed","Sat Aug 29 06:45:26 UTC 2026","TestQuote","test_orders","",""
"One shape for every failure, from every layer.

        FastAPI's own 422, Starlette's 404 and the application's business errors
        would otherwise each have a different body, and a client would need
        three parsers.
        ","4","test_every_error_uses_the_same_envelope[not-found-404]","tests.contract.tests","Sat Aug 29 06:45:37 UTC 2026","passed","Sat Aug 29 06:45:37 UTC 2026","TestErrorEnvelope","test_openapi_contract","",""
"","0","test_is_satisfiable[4-5-True]","backend.tests.unit","Sat Aug 29 06:44:28 UTC 2026","passed","Sat Aug 29 06:44:28 UTC 2026","TestStockRequest","test_inventory_rules","",""
"","2","test_malformed_addresses_are_rejected[plainstring]","tests.api.tests","Sat Aug 29 06:45:21 UTC 2026","passed","Sat Aug 29 06:45:21 UTC 2026","TestRegistration","test_auth","",""
"Mass assignment.

        Fields the schema does not declare must be dropped, not written through
        to the model - otherwise a crafted body could set anything the ORM
        exposes.
        ","24","test_unexpected_fields_are_ignored_not_applied","tests.security.tests","Sat Aug 29 06:45:44 UTC 2026","passed","Sat Aug 29 06:45:44 UTC 2026","TestBodyInput","test_injection","",""
"","2","test_malformed_requests_are_rejected[wrong-types-]","tests.api.tests","Sat Aug 29 06:45:21 UTC 2026","passed","Sat Aug 29 06:45:21 UTC 2026","TestLogin","test_auth","",""
"","3","test_protected_endpoints_reject_anonymous_callers[GET-auth-me]","tests.security.tests","Sat Aug 29 06:45:38 UTC 2026","passed","Sat Aug 29 06:45:38 UTC 2026","TestAnonymousAccess","test_authorization","",""
"No caching between the admin console and the storefront.

    A customer looking at a stale ""out of stock"" is a lost sale; one looking at
    a stale ""in stock"" is an oversell.
    ","63","test_an_admin_restock_is_immediately_visible_to_customers","tests.integration.tests","Sat Aug 29 06:45:47 UTC 2026","passed","Sat Aug 29 06:45:47 UTC 2026","","test_journeys","",""
"","0","test_all_documented_statuses_exist","backend.tests.unit","Sat Aug 29 06:44:28 UTC 2026","passed","Sat Aug 29 06:44:28 UTC 2026","TestPaymentStatus","test_order_rules","",""
"These are the columns the API filters, sorts and joins on.

        Without the index the query still returns the right answer, which is
        exactly why no functional test catches its loss - the failure arrives
        much later, as a timeout under production data volumes.
        ","1","test_query_path_is_indexed[orders-btree (user_id, created_at)]","tests.database.tests","Sat Aug 29 06:45:34 UTC 2026","passed","Sat Aug 29 06:45:34 UTC 2026","TestIndexes","test_schema","",""
"0/O and 1/I are indistinguishable when read over the phone.","0","test_suffix_avoids_look_alike_characters","backend.tests.unit","Sat Aug 29 06:44:28 UTC 2026","passed","Sat Aug 29 06:44:28 UTC 2026","TestOrderNumber","test_order_rules","",""
"","3","test_admin_endpoints_reject_anonymous_callers[GET-admin-stats]","tests.security.tests","Sat Aug 29 06:45:38 UTC 2026","passed","Sat Aug 29 06:45:38 UTC 2026","TestAnonymousAccess","test_authorization","",""
"","0","test_large_quantity_does_not_lose_precision","backend.tests.unit","Sat Aug 29 06:44:29 UTC 2026","passed","Sat Aug 29 06:44:29 UTC 2026","TestComputeTotals","test_pricing","",""
"","1","test_sensitive_keys_are_redacted[new_password]","backend.tests.unit","Sat Aug 29 06:44:28 UTC 2026","passed","Sat Aug 29 06:44:28 UTC 2026","TestLogRedaction","test_order_rules","",""
"","96","test_quote_money_is_a_number[total]","tests.contract.tests","Sat Aug 29 06:45:36 UTC 2026","passed","Sat Aug 29 06:45:36 UTC 2026","TestMoneyContract","test_openapi_contract","",""
"Guards against locking the last administrator out of the system.","13","test_an_admin_cannot_deactivate_themselves","tests.security.tests","Sat Aug 29 06:45:40 UTC 2026","passed","Sat Aug 29 06:45:40 UTC 2026","TestAccountState","test_authorization","",""
"Admin endpoints get the same treatment - a compromised admin session
        must not become a database console.","14","test_hostile_admin_search_input_is_handled_safely[template-injection]","tests.security.tests","Sat Aug 29 06:45:44 UTC 2026","passed","Sat Aug 29 06:45:44 UTC 2026","TestBodyInput","test_injection","",""
"","77","test_hostile_filter_values_are_handled_safely[xss-javascript-uri]","tests.security.tests","Sat Aug 29 06:45:42 UTC 2026","passed","Sat Aug 29 06:45:42 UTC 2026","TestSearchInput","test_injection","",""
"","3","test_a_token_signed_with_another_key_is_rejected","tests.api.tests","Sat Aug 29 06:45:21 UTC 2026","passed","Sat Aug 29 06:45:21 UTC 2026","TestTokens","test_auth","",""
"`%` is a character to a shopper, and must be one to the query too.

        Unescaped, a search for ""100%"" would return the whole catalogue.
        ","5","test_like_wildcards_are_matched_literally[%]","tests.security.tests","Sat Aug 29 06:45:42 UTC 2026","passed","Sat Aug 29 06:45:42 UTC 2026","TestSearchInput","test_injection","",""
"Buying the last unit must succeed.

        An off-by-one here would leave stock permanently unsellable.
        ","0","test_exactly_all_remaining_stock_is_allowed","backend.tests.unit","Sat Aug 29 06:44:28 UTC 2026","passed","Sat Aug 29 06:44:28 UTC 2026","TestValidateAvailability","test_inventory_rules","",""
"Category filters are asserted against a known taxonomy; a missing
        category silently shrinks the space those tests cover.
        ","0","test_all_seven_categories_are_seeded","tests.database.tests","Sat Aug 29 06:45:34 UTC 2026","passed","Sat Aug 29 06:45:34 UTC 2026","TestSeededData","test_schema","",""
"","55","test_every_provider_outcome_maps_to_the_right_status[provider-server-error]","tests.api.tests","Sat Aug 29 06:45:28 UTC 2026","passed","Sat Aug 29 06:45:28 UTC 2026","TestPaymentFailures","test_orders","",""
